year;Permanent_Tournament_Number;Round_Number;fullart_bing_positive;fullart_bing_negative;fullart_bing_sentiment;fullart_afinn_positive;fullart_afinn_negative;fullart_afinn_sentiment;fullart_nrc_positive;fullart_nrc_negative;fullart_nrc_sentiment;resp_bing_positive;resp_bing_negative;resp_bing_sentiment;resp_afinn_positive;resp_afinn_negative;resp_afinn_sentiment;resp_nrc_positive;resp_nrc_negative;resp_nrc_sentiment;quest_bing_positive;quest_bing_negative;quest_bing_sentiment;quest_afinn_positive;quest_afinn_negative;quest_afinn_sentiment;quest_nrc_positive;quest_nrc_negative;quest_nrc_sentiment;sentimentr_fullart;sentimentr_resp;sentimentr_quest;Link;Tour;Tournament_Order;Course_Number;Player_Number;Player_Name;Event_Name;Course_Name;Interview_Text;Response_Negative;Response_Positive;Response_Sentiment;Round_Score;End_of_Round_Pos_numeric_;Total_Holes_Over_Par;Birdies;Birdies_Rank;Bogey_Avoidance_Rank;Driving_Distance_Rank;Driving_Accuracy_Rank;GIR_Rank;Scrambling_Rank;Distance_to_leader_strokes;Distance_to_leader_ranks;Ranks_gained;Strokes_gained_v_a_v_Leader;Distance_to_runner_up_strokes_;Strokes_gained_v_a_v_Runner_up;Minor_Injury;Major_injury_surgery;Personal_issues;Major;Prize_Money;SoF;OWGR;Number_Of_Answers
2007;4;2;31;17;14;50;17;33;26;23;3;4;5;-1;10;11;-1;7;9;-2;27;12;15;40;6;34;19;14;5;0.05822902;0.066726731;-0.008497712;http://www.asapsports.com/show_interview.php?id=40872;R;40;4;8793;Woods, Tiger;Buick Invitational;Torrey Pines GC (South);NA;5;4;-1;72;12;3;3;74;79;12;14;71;111;7;11;-2;2;NA;NA;0;0;0;0;5220488;300;1;13
2007;4;3;30;9;21;48;7;41;15;9;6;7;1;6;17;1;16;3;2;1;23;8;15;31;6;25;12;7;5;0.102350877;0.24743909;-0.145088213;http://www.asapsports.com/show_interview.php?id=40883;R;40;4;8793;Woods, Tiger;Buick Invitational;Torrey Pines GC (South);NA;1;7;6;69;4;0;3;28;1;5;71;7;1;2;3;-8;-5;NA;NA;0;0;0;0;5220488;300;1;10
2007;4;4;193;65;128;391;74;317;149;94;55;36;6;30;62;5;57;19;9;10;157;59;98;329;69;260;130;85;45;0.144972138;0.275551281;-0.130579143;http://www.asapsports.com/show_interview.php?id=40902;R;40;4;8793;Woods, Tiger;Buick Invitational;Torrey Pines GC (South);NA;6;36;30;66;1;1;5;10;2;2;52;9;10;0;0;-3;-2;2;NA;0;0;0;0;5220488;300;1;42
2007;9;0;113;31;82;220;41;179;91;37;54;23;7;16;36;14;22;9;7;2;90;24;66;184;27;157;82;30;52;0.133949025;0.174217204;-0.04026818;http://www.asapsports.com/show_interview.php?id=41735;R;120;9;8793;Woods, Tiger;Bay Hill Invitational;Bay Hill Club & Lodge;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;37
2007;9;1;118;39;79;233;53;180;108;43;65;21;4;17;31;1;30;9;2;7;97;35;62;202;52;150;99;41;58;0.174665268;0.212043789;-0.03737852;http://www.asapsports.com/show_interview.php?id=41742;R;120;9;8793;Woods, Tiger;Arnold Palmer Invitational presented by MasterCard;Bay Hill Club & Lodge;NA;4;21;17;64;1;1;7;1;4;32;48;1;117;0;0;NA;NA;0;NA;0;0;0;0;5584040;566;1;37
2007;9;2;18;18;0;42;36;6;12;21;-9;2;4;-2;8;6;2;1;1;0;16;14;2;34;30;4;11;20;-9;-0.056897212;-0.217045713;0.160148501;http://www.asapsports.com/show_interview.php?id=41773;R;120;9;8793;Woods, Tiger;Arnold Palmer Invitational presented by MasterCard;Bay Hill Club & Lodge;NA;4;2;-2;73;13;4;2;66;57;97;62;65;35;6;12;12;6;NA;NA;0;0;0;0;5584040;566;1;9
2007;9;3;53;22;31;109;32;77;35;21;14;8;5;3;22;10;12;2;4;-2;45;17;28;87;22;65;33;17;16;0.092270664;0.138886351;-0.046615688;http://www.asapsports.com/show_interview.php?id=41813;R;120;9;8793;Woods, Tiger;Arnold Palmer Invitational presented by MasterCard;Bay Hill Club & Lodge;NA;5;8;3;70;10;1;1;60;1;11;33;6;3;5;9;-3;-1;NA;NA;0;0;0;0;5584040;566;1;18
2007;11;0;116;63;53;228;92;136;94;72;22;33;10;23;59;7;52;23;8;15;83;53;30;169;85;84;71;64;7;0.059061563;0.182148854;-0.123087291;http://www.asapsports.com/show_interview.php?id=42703;R;130;11;8793;Woods, Tiger;THE PLAYERS Championship;TPC Sawgrass;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;61
2007;11;1;27;13;14;42;14;28;19;15;4;12;2;10;11;2;9;8;4;4;15;11;4;31;12;19;11;11;0;0.088511122;0.114858349;-0.026347227;http://www.asapsports.com/show_interview.php?id=42754;R;200;11;8793;Woods, Tiger;THE PLAYERS Championship;TPC Sawgrass;NA;2;12;10;75;58;3;NA;129;21;7;124;61;15;8;57;NA;NA;NA;NA;0;0;0;0;9153900;773;1;16
2007;11;2;42;11;31;66;14;52;21;17;4;4;4;0;7;4;3;4;5;-1;38;7;31;59;10;49;17;12;5;0.129037972;0.118737831;0.010300141;http://www.asapsports.com/show_interview.php?id=42802;R;200;11;8793;Woods, Tiger;THE PLAYERS Championship;TPC Sawgrass;NA;4;4;0;73;59;3;2;84;26;90;79;94;31;9;58;1;1;NA;NA;0;0;0;0;9153900;773;1;14
2007;11;4;59;35;24;91;55;36;37;39;-2;16;11;5;18;20;-2;8;13;-5;43;24;19;73;35;38;29;26;3;0.068185111;0.077621604;-0.009436492;http://www.asapsports.com/show_interview.php?id=42848;R;200;11;8793;Woods, Tiger;THE PLAYERS Championship;TPC Sawgrass;NA;11;16;5;67;37;1;5;12;3;52;38;10;19;11;36;-27;-3;NA;NA;0;0;0;0;9153900;773;1;23
2007;14;0;220;42;178;385;54;331;170;61;109;33;2;31;53;1;52;18;2;16;187;40;147;332;53;279;152;59;93;0.211652104;0.210789015;8.63E-04;http://www.asapsports.com/show_interview.php?id=42285;R;150;14;8793;Woods, Tiger;Masters Tournament;Augusta National GC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;41
2007;14;1;11;0;11;14;0;14;8;1;7;1;0;1;3;0;3;1;0;1;10;0;10;11;0;11;7;1;6;0.192289865;0.265165043;-0.072875178;http://www.asapsports.com/show_interview.php?id=42339;R;150;14;8793;Woods, Tiger;Masters Tournament;Augusta National GC;NA;0;1;1;73;15;3;2;41;7;35;72;1;89;4;14;NA;NA;NA;NA;0;0;0;1;7098464;758;1;1
2007;14;2;59;28;31;84;56;28;27;38;-11;11;4;7;22;12;10;NA;NA;NA;48;24;24;62;44;18;NA;NA;NA;0.086539736;0.124523324;-0.037983588;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2007;14;3;31;21;10;57;26;31;26;28;-2;7;3;4;12;4;8;4;4;0;24;18;6;45;22;23;22;24;-2;0.042495675;0.042455469;4.02E-05;http://www.asapsports.com/show_interview.php?id=42395;R;150;14;8793;Woods, Tiger;Masters Tournament;Augusta National GC;NA;3;7;4;72;2;3;3;5;3;26;9;15;9;1;1;-13;-4;NA;NA;0;0;0;1;7098464;758;1;11
2007;14;4;41;18;23;107;19;88;27;20;7;7;5;2;16;8;8;4;3;1;34;13;21;91;11;80;23;17;6;0.077837188;0.461748928;-0.383911739;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2007;23;0;120;30;90;195;39;156;86;50;36;37;8;29;37;8;29;25;8;17;83;22;61;158;31;127;61;42;19;0.122505326;0.218271356;-0.09576603;http://www.asapsports.com/show_interview.php?id=43294;R;220;23;8793;Woods, Tiger;Memorial Tournament;Muirfield Village GC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55
2007;23;1;39;21;18;54;39;15;38;25;13;11;7;4;20;15;5;8;3;5;28;14;14;34;24;10;30;22;8;0.162745315;0.057434519;0.105310797;http://www.asapsports.com/show_interview.php?id=43336;R;230;23;8793;Woods, Tiger;the Memorial Tournament presented by Morgan Stanley;Muirfield Village GC;NA;7;11;4;70;30;3;5;30;38;19;34;30;73;5;29;NA;NA;NA;NA;0;0;0;0;6011880;574;1;16
2007;23;2;50;17;33;78;16;62;34;19;15;8;3;5;20;4;16;7;3;4;42;14;28;58;12;46;27;16;11;0.063754028;0.032505698;0.031248329;http://www.asapsports.com/show_interview.php?id=43360;R;230;23;8793;Woods, Tiger;the Memorial Tournament presented by Morgan Stanley;Muirfield Village GC;NA;3;8;5;72;32;2;3;54;13;24;28;13;32;10;31;2;5;NA;NA;0;0;0;0;6011880;574;1;17
2007;23;3;42;14;28;69;22;47;36;27;9;8;3;5;14;3;11;8;5;3;34;11;23;55;19;36;28;22;6;0.073093418;0.187400903;-0.114307485;http://www.asapsports.com/show_interview.php?id=43383;R;230;23;8793;Woods, Tiger;the Memorial Tournament presented by Morgan Stanley;Muirfield Village GC;NA;3;8;5;70;33;2;4;28;18;18;55;7;40;11;32;1;1;NA;NA;0;0;0;0;6011880;574;1;21
2007;23;4;40;12;28;80;28;52;26;20;6;5;3;2;7;7;0;3;3;0;35;9;26;73;21;52;23;17;6;0.138612167;0.133538532;0.005073635;http://www.asapsports.com/show_interview.php?id=43410;R;230;23;8793;Woods, Tiger;the Memorial Tournament presented by Morgan Stanley;Muirfield Village GC;NA;3;5;2;67;15;1;4;25;3;11;49;26;9;8;14;-18;-3;NA;NA;0;0;0;0;6011880;574;1;18
2007;26;0;191;75;116;380;84;296;150;62;88;35;7;28;68;10;58;26;3;23;156;68;88;312;74;238;124;59;65;0.177859604;0.245115036;-0.067255433;http://www.asapsports.com/show_interview.php?id=43587;R;240;608;8793;Woods, Tiger;U.S. Open Championship;Oakmont CC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;38
2007;26;1;54;33;21;90;33;57;29;34;-5;22;7;15;37;11;26;9;7;2;32;26;6;53;22;31;20;27;-7;0.088256732;0.161372301;-0.07311557;http://www.asapsports.com/show_interview.php?id=43631;R;250;608;8793;Woods, Tiger;U.S. Open Championship;Oakmont CC;NA;7;22;15;71;5;4;3;19;21;32;38;45;61;3;4;NA;NA;NA;NA;0;0;0;1;6838000;745;1;20
2007;26;2;61;45;16;133;55;78;63;37;26;16;10;6;33;12;21;21;10;11;45;35;10;100;43;57;42;27;15;0.052862601;0.016682271;0.03618033;http://www.asapsports.com/show_interview.php?id=43681;R;250;608;8793;Woods, Tiger;U.S. Open Championship;Oakmont CC;NA;10;16;6;74;13;6;2;38;39;38;90;43;68;5;12;8;2;NA;NA;0;0;0;1;6838000;745;1;24
2007;26;3;148;51;97;269;68;201;97;75;22;39;7;32;85;9;76;22;23;-1;109;44;65;184;59;125;75;52;23;0.264330509;0.268208959;-0.00387845;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2007;26;4;83;58;25;151;72;79;56;65;-9;17;6;11;17;5;12;6;10;-4;66;52;14;134;67;67;50;55;-5;0.005471523;0.064182309;-0.058710786;http://www.asapsports.com/show_interview.php?id=43710;R;250;608;8793;Woods, Tiger;U.S. Open Championship;Oakmont CC;NA;6;17;11;72;2;2;1;37;1;13;24;8;3;1;1;0;-1;NA;NA;0;0;0;1;6838000;745;1;22
2007;28;0;110;26;84;255;37;218;69;20;49;19;4;15;36;4;32;5;0;5;91;22;69;219;33;186;64;20;44;0.137609447;0.190712327;-0.05310288;http://www.asapsports.com/show_interview.php?id=45346;R;280;526;8793;Woods, Tiger;Advil Western Open;Cog Hill G&CC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26
2007;28;1;60;31;29;134;35;99;49;35;14;14;3;11;33;4;29;8;6;2;46;28;18;101;31;70;41;29;12;0.125101835;0.205039513;-0.079937679;http://www.asapsports.com/show_interview.php?id=45385;R;390;526;8793;Woods, Tiger;BMW Championship;Cog Hill G&CC;NA;3;14;11;67;7;1;6;3;6;4;15;33;9;3;6;NA;NA;NA;NA;0;1;0;0;6971020;572;1;21
2007;28;2;65;24;41;162;49;113;64;37;27;10;1;9;25;3;22;13;8;5;55;23;32;137;46;91;51;29;22;0.111708799;0.191324592;-0.079615793;http://www.asapsports.com/show_interview.php?id=45405;R;390;526;8793;Woods, Tiger;BMW Championship;Cog Hill G&CC;NA;1;10;9;67;3;1;5;7;1;1;33;6;16;1;2;-4;-2;NA;NA;0;1;0;0;6971020;572;1;29
2007;28;3;94;24;70;182;41;141;78;50;28;18;1;17;41;3;38;19;5;14;76;23;53;141;38;103;59;45;14;0.085110427;0.227754737;-0.14264431;http://www.asapsports.com/show_interview.php?id=45425;R;390;526;8793;Woods, Tiger;BMW Championship;Cog Hill G&CC;NA;1;18;17;65;3;1;7;1;8;3;1;2;48;1;2;0;0;NA;NA;0;1;0;0;6971020;572;1;30
2007;28;4;108;28;80;235;49;186;81;42;39;14;2;12;33;4;29;10;3;7;94;26;68;202;45;157;71;39;32;0.140674847;0.274737476;-0.134062629;http://www.asapsports.com/show_interview.php?id=45450;R;390;526;8793;Woods, Tiger;BMW Championship;Cog Hill G&CC;NA;2;14;12;63;1;0;8;1;1;14;1;16;1;0;0;-2;-1;2;NA;0;1;0;0;6971020;572;1;20
2007;33;0;189;63;126;380;57;323;163;84;79;24;3;21;60;4;56;19;2;17;165;60;105;320;53;267;144;82;62;0.128744841;0.201895893;-0.073151052;http://www.asapsports.com/show_interview.php?id=44714;R;350;611;8793;Woods, Tiger;PGA Championship;Southern Hills CC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;38
2007;33;1;39;7;32;54;12;42;25;13;12;11;3;8;11;4;7;6;1;5;28;4;24;43;8;35;19;12;7;0.131526392;0.283372179;-0.151845787;http://www.asapsports.com/show_interview.php?id=44748;R;350;611;8793;Woods, Tiger;PGA Championship;Southern Hills CC;NA;3;11;8;71;23;5;4;10;52;48;8;59;80;6;22;NA;NA;NA;NA;0;1;0;1;6698400;842;1;10
2007;33;2;98;40;58;186;43;143;109;68;41;12;7;5;21;7;14;15;10;5;86;33;53;165;36;129;94;58;36;0.107407314;0.17748689;-0.070079576;http://www.asapsports.com/show_interview.php?id=44792;R;350;611;8793;Woods, Tiger;PGA Championship;Southern Hills CC;NA;7;12;5;63;1;1;8;1;2;24;37;6;7;0;0;-22;-6;2;NA;0;1;0;1;6698400;842;1;19
2007;33;3;103;47;56;205;64;141;104;60;44;17;3;14;30;1;29;11;3;8;86;44;42;175;63;112;93;57;36;0.121798819;0.207004553;-0.085205734;http://www.asapsports.com/show_interview.php?id=44819;R;350;611;8793;Woods, Tiger;PGA Championship;Southern Hills CC;NA;3;17;14;69;1;1;2;40;1;15;16;2;9;0;0;0;0;3;1;0;1;0;1;6698400;842;1;25
2007;33;4;244;54;190;438;73;365;182;105;77;28;5;23;37;6;31;18;10;8;216;49;167;401;67;334;164;95;69;0.140460941;0.240628375;-0.100167434;http://www.asapsports.com/show_interview.php?id=44840;R;350;611;8793;Woods, Tiger;PGA Championship;Southern Hills CC;NA;5;28;23;69;1;3;4;5;19;24;14;8;26;0;0;0;0;2;-1;0;1;0;1;6698400;842;1;33
2007;60;0;126;52;74;235;91;144;86;67;19;19;4;15;25;12;13;10;5;5;107;48;59;210;79;131;76;62;14;0.086087226;0.20292344;-0.116836215;http://www.asapsports.com/show_interview.php?id=45490;R;460;688;8793;Woods, Tiger;THE TOUR Championship;East Lake GC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;29
2007;60;1;5;2;3;3;4;-1;3;1;2;3;0;3;3;0;3;2;0;2;2;2;0;0;4;-4;1;1;0;0.157718158;0.34477663;-0.187058472;http://www.asapsports.com/show_interview.php?id=45508;R;400;688;8793;Woods, Tiger;THE TOUR Championship presented by Coca-Cola;East Lake GC;NA;0;3;3;64;3;2;8;1;12;14;13;4;23;2;2;NA;NA;NA;NA;0;0;0;0;7000000;443;1;3
2007;60;2;82;28;54;180;54;126;66;69;-3;15;5;10;30;10;20;5;10;-5;67;23;44;150;44;106;61;59;2;0.161814242;0.276608476;-0.114794234;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2007;60;3;96;36;60;198;57;141;81;59;22;25;8;17;36;12;24;17;9;8;71;28;43;162;45;117;64;50;14;0.105503838;0.156465259;-0.05096142;http://www.asapsports.com/show_interview.php?id=45552;R;400;688;8793;Woods, Tiger;THE TOUR Championship presented by Coca-Cola;East Lake GC;NA;8;25;17;64;1;1;7;4;3;4;3;7;7;0;0;0;0;3;0;0;0;0;0;7000000;443;1;22
2007;60;4;195;45;150;453;73;380;164;72;92;37;4;33;57;11;46;24;8;16;158;41;117;396;62;334;140;64;76;0.149250692;0.291896076;-0.142645384;http://www.asapsports.com/show_interview.php?id=45580;R;400;688;8793;Woods, Tiger;THE TOUR Championship presented by Coca-Cola;East Lake GC;NA;4;37;33;66;1;2;6;2;3;1;6;3;17;0;0;0;0;8;5;0;0;0;0;7000000;443;1;44
2007;100;0;164;53;111;340;55;285;145;74;71;29;6;23;49;7;42;13;7;6;135;47;88;291;48;243;132;67;65;0.136581663;0.156450131;-0.019868467;http://www.asapsports.com/show_interview.php?id=44324;R;310;658;8793;Woods, Tiger;British Open Championship;Carnoustie GC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;35
2007;100;1;26;15;11;56;25;31;25;21;4;10;3;7;21;10;11;12;8;4;16;12;4;35;15;20;13;13;0;0.067749077;0.075304045;-0.007554968;http://www.asapsports.com/show_interview.php?id=44387;R;310;658;8793;Woods, Tiger;The Open Championship;Carnoustie GC;NA;3;10;7;69;8;3;3;37;16;6;11;12;109;4;7;NA;NA;NA;NA;0;1;0;1;8177452.89;775;1;21
2007;100;2;24;16;8;49;30;19;18;22;-4;4;4;0;9;5;4;1;1;0;20;12;8;40;25;15;17;21;-4;0.047638499;0.041581975;0.006056524;http://www.asapsports.com/show_interview.php?id=44409;R;310;658;8793;Woods, Tiger;The Open Championship;Carnoustie GC;NA;4;4;0;74;20;4;2;66;44;44;152;118;31;7;19;12;3;NA;NA;0;1;0;1;8177452.89;775;1;7
2007;100;3;38;22;16;82;34;48;28;24;4;8;2;6;16;6;10;2;3;-1;30;20;10;66;28;38;26;21;5;-9.58E-04;0.020887139;-0.021845109;http://www.asapsports.com/show_interview.php?id=44440;R;310;658;8793;Woods, Tiger;The Open Championship;Carnoustie GC;NA;2;8;6;69;15;2;4;10;12;12;33;9;8;8;14;-5;1;NA;NA;0;1;0;1;8177452.89;775;1;12
2007;100;4;33;19;14;47;25;22;17;24;-7;14;4;10;21;6;15;5;3;2;19;15;4;26;19;7;12;21;-9;-0.014902421;-0.001055504;-0.013846917;http://www.asapsports.com/show_interview.php?id=44462;R;310;658;8793;Woods, Tiger;The Open Championship;Carnoustie GC;NA;4;14;10;70;12;3;4;7;16;37;29;23;29;5;11;-3;-3;NA;NA;0;1;0;1;8177452.89;775;1;14
2007;470;0;112;54;58;234;96;138;96;63;33;22;3;19;42;3;39;19;4;15;90;51;39;192;93;99;77;59;18;0.077430865;0.14296055;-0.065529684;http://www.asapsports.com/show_interview.php?id=41291;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;48
2007;470;1;47;13;34;85;19;66;44;36;8;10;3;7;10;6;4;7;4;3;37;10;27;75;13;62;37;32;5;0.108229482;0.206152626;-0.097923143;http://www.asapsports.com/show_interview.php?id=41327;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13
2007;470;2;85;32;53;175;59;116;61;48;13;25;2;23;36;3;33;7;5;2;60;30;30;139;56;83;54;43;11;0.071746804;0.232171324;-0.16042452;http://www.asapsports.com/show_interview.php?id=41355;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24
2007;470;3;56;34;22;95;70;25;43;41;2;19;6;13;26;12;14;9;3;6;37;28;9;69;58;11;34;38;-4;0.065230765;0.230388534;-0.165157769;http://www.asapsports.com/show_interview.php?id=41378;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22
2007;471;0;189;43;146;386;36;350;164;26;138;26;7;19;54;7;47;9;2;7;163;36;127;332;29;303;155;24;131;0.24700004;0.188668904;0.058331136;http://www.asapsports.com/show_interview.php?id=43998;R;280;24;8793;Woods, Tiger;AT&T National;Congressional CC (Blue);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54
2007;471;1;45;16;29;79;21;58;41;12;29;11;3;8;11;4;7;10;5;5;34;13;21;68;17;51;31;7;24;0.151612362;0.161644964;-0.010032603;http://www.asapsports.com/show_interview.php?id=44069;R;280;24;8793;Woods, Tiger;AT&T National;Congressional CC (Blue);NA;3;11;8;73;77;7;4;20;113;12;34;11;119;7;76;NA;NA;NA;NA;0;0;0;0;6035280;453;1;14
2007;471;2;90;26;64;181;44;137;80;41;39;19;3;16;38;7;31;16;3;13;71;23;48;143;37;106;64;38;26;0.11849098;0.17384393;-0.05535295;http://www.asapsports.com/show_interview.php?id=44086;R;280;24;8793;Woods, Tiger;AT&T National;Congressional CC (Blue);NA;3;19;16;66;12;2;6;2;6;35;71;16;31;6;11;-65;-1;NA;NA;0;0;0;0;6035280;453;1;31
2007;471;3;55;19;36;95;35;60;37;26;11;12;2;10;14;3;11;8;3;5;43;17;26;81;32;49;29;23;6;0.172953638;0.193709852;-0.020756213;http://www.asapsports.com/show_interview.php?id=44149;R;280;24;8793;Woods, Tiger;AT&T National;Congressional CC (Blue);NA;2;12;10;69;8;1;2;42;2;6;30;10;10;7;7;-4;1;NA;NA;0;0;0;0;6035280;453;1;18
2007;471;4;68;15;53;118;20;98;43;17;26;13;3;10;19;3;16;7;5;2;55;12;43;99;17;82;36;12;24;0.116956768;0.196793888;-0.07983712;http://www.asapsports.com/show_interview.php?id=44178;R;280;24;8793;Woods, Tiger;AT&T National;Congressional CC (Blue);NA;3;13;10;70;6;4;5;8;33;4;21;14;60;7;5;-2;0;NA;NA;0;0;0;0;6035280;453;1;21
2007;473;0;151;70;81;266;103;163;125;79;46;20;3;17;30;6;24;10;4;6;131;67;64;236;97;139;115;75;40;0.093888565;0.224386209;-0.130497644;http://www.asapsports.com/show_interview.php?id=41844;R;490;8;8793;Woods, Tiger;World Golf Championships-American Express Championship;Doral Golf Resort and Spa;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;36
2007;473;1;34;25;9;60;29;31;14;21;-7;8;4;4;20;6;14;4;9;-5;26;21;5;40;23;17;10;12;-2;0.052815979;0.05201367;8.02E-04;http://www.asapsports.com/show_interview.php?id=41893;R;130;8;8793;Woods, Tiger;World Golf Championships-CA Championship;Doral Golf Resort and Spa;NA;4;8;4;71;10;2;3;20;7;47;54;1;40;4;9;NA;NA;NA;NA;0;0;0;0;7929750;718;1;10
2007;473;2;133;52;81;222;96;126;90;77;13;25;6;19;33;11;22;7;6;1;108;46;62;189;85;104;83;71;12;0.156171727;0.248920361;-0.092748634;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2007;473;3;103;31;72;166;54;112;98;34;64;26;5;21;25;6;19;22;3;19;77;26;51;141;48;93;76;31;45;0.312317254;0.403519479;-0.091202225;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2007;473;4;133;42;91;265;49;216;124;52;72;26;8;18;53;10;43;24;14;10;107;34;73;212;39;173;100;38;62;0.15791273;0.246468172;-0.088555442;http://www.asapsports.com/show_interview.php?id=42105;R;130;8;8793;Woods, Tiger;World Golf Championships-CA Championship;Doral Golf Resort and Spa;NA;8;26;18;73;1;5;4;9;45;6;44;3;72;0;0;0;0;2;-2;0;0;0;0;7929750;718;1;50
2007;476;0;129;29;100;237;36;201;105;29;76;30;2;28;47;3;44;26;3;23;99;27;72;190;33;157;79;26;53;0.150483016;0.136268193;0.014214823;http://www.asapsports.com/show_interview.php?id=44620;R;370;36;8793;Woods, Tiger;World Golf Championships-NEC Invitational;Firestone CC (South);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;37
2007;476;1;37;19;18;72;31;41;36;23;13;12;7;5;22;9;13;4;5;-1;25;12;13;50;22;28;32;18;14;0.132135759;0.205017951;-0.072882191;http://www.asapsports.com/show_interview.php?id=44633;R;340;36;8793;Woods, Tiger;World Golf Championships-Bridgestone Invitational;Firestone CC (South);NA;7;12;5;68;4;2;4;9;4;13;24;33;8;1;3;NA;NA;NA;NA;0;1;0;0;7909250;743;1;11
2007;476;2;9;3;6;16;6;10;4;5;-1;1;2;-1;3;1;2;1;0;1;8;1;7;13;5;8;3;5;-2;0.096132492;-0.119078981;0.215211473;http://www.asapsports.com/show_interview.php?id=44653;R;340;36;8793;Woods, Tiger;World Golf Championships-Bridgestone Invitational;Firestone CC (South);NA;2;1;-1;70;3;2;2;31;4;38;16;2;1;4;2;-1;3;NA;NA;0;1;0;0;7909250;743;1;4
2007;476;3;69;48;21;123;48;75;68;38;30;11;4;7;23;7;16;14;4;10;58;44;14;100;41;59;54;34;20;0.085774702;0.185038466;-0.099263764;http://www.asapsports.com/show_interview.php?id=44673;R;340;36;8793;Woods, Tiger;World Golf Championships-Bridgestone Invitational;Firestone CC (South);NA;4;11;7;69;2;2;3;22;4;1;15;2;22;1;1;-1;-3;NA;NA;0;1;0;0;7909250;743;1;26
