year;Permanent_Tournament_Number;Round_Number;fullart_bing_positive;fullart_bing_negative;fullart_bing_sentiment;fullart_afinn_positive;fullart_afinn_negative;fullart_afinn_sentiment;fullart_nrc_positive;fullart_nrc_negative;fullart_nrc_sentiment;resp_bing_positive;resp_bing_negative;resp_bing_sentiment;resp_afinn_positive;resp_afinn_negative;resp_afinn_sentiment;resp_nrc_positive;resp_nrc_negative;resp_nrc_sentiment;quest_bing_positive;quest_bing_negative;quest_bing_sentiment;quest_afinn_positive;quest_afinn_negative;quest_afinn_sentiment;quest_nrc_positive;quest_nrc_negative;quest_nrc_sentiment;sentimentr_fullart;sentimentr_resp;sentimentr_quest;Link;Tour;Tournament_Order;Course_Number;Player_Number;Player_Name;Event_Name;Course_Name;Interview_Text;Response_Negative;Response_Positive;Response_Sentiment;Round_Score;End_of_Round_Pos_numeric_;Total_Holes_Over_Par;Birdies;Birdies_Rank;Bogey_Avoidance_Rank;Driving_Distance_Rank;Driving_Accuracy_Rank;GIR_Rank;Scrambling_Rank;Distance_to_leader_strokes;Distance_to_leader_ranks;Ranks_gained;Strokes_gained_v_a_v_Leader;Distance_to_runner_up_strokes_;Strokes_gained_v_a_v_Runner_up;Minor_Injury;Major_injury_surgery;Personal_issues;Major;Prize_Money;SoF;OWGR;Number_Of_Answers
2003;4;2;52;16;36;94;16;78;36;28;8;11;3;8;22;2;20;6;7;-1;41;13;28;72;14;58;30;21;9;0.157755753;0.168034534;-0.010278782;http://www.asapsports.com/show_interview.php?id=15460;R;60;4;8793;Woods, Tiger;Buick Invitational;Torrey Pines GC (South);NA;3;11;8;66;8;1;5;24;13;29;101;25;47;2;7;-29;-3;NA;NA;0;0;0;0;4535100;339;1;20
2003;4;3;84;40;44;178;26;152;71;71;0;12;3;9;28;6;22;8;8;0;72;37;35;150;20;130;63;63;0;0.129294794;0.158052399;-0.028757605;http://www.asapsports.com/show_interview.php?id=15459;R;60;4;8793;Woods, Tiger;Buick Invitational;Torrey Pines GC (South);NA;3;12;9;68;1;1;5;5;1;4;21;28;3;0;0;-7;-2;1;NA;0;0;0;0;4535100;339;1;25
2003;4;4;110;42;68;236;49;187;101;74;27;20;7;13;41;9;32;20;15;5;90;35;55;195;40;155;81;59;22;0.146147378;0.163169202;-0.017021823;http://www.asapsports.com/show_interview.php?id=15457;R;60;4;8793;Woods, Tiger;Buick Invitational;Torrey Pines GC (South);NA;7;20;13;68;1;1;5;6;2;4;23;3;8;0;0;0;0;4;3;0;0;0;0;4535100;339;1;25
2003;9;0;167;58;109;374;86;288;150;86;64;19;8;11;38;10;28;18;9;9;148;50;98;336;76;260;132;77;55;0.128804349;0.153913375;-0.025109026;http://www.asapsports.com/show_interview.php?id=15441;R;120;9;8793;Woods, Tiger;Bay Hill Invitational;Bay Hill Club & Lodge;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;45
2003;9;1;48;20;28;103;20;83;48;28;20;12;1;11;17;2;15;14;4;10;36;19;17;86;18;68;34;24;10;0.14785108;0.209567751;-0.061716671;http://www.asapsports.com/show_interview.php?id=15439;R;120;9;8793;Woods, Tiger;Bay Hill Invitational presented by Cooper Tires;Bay Hill Club & Lodge;NA;1;12;11;70;7;2;4;9;9;21;4;6;22;1;6;NA;NA;NA;NA;0;0;0;0;4576950;528;1;21
2003;9;3;87;31;56;148;53;95;86;59;27;11;1;10;20;2;18;12;2;10;76;30;46;128;51;77;74;57;17;0.130294502;0.32453;-0.194235498;http://www.asapsports.com/show_interview.php?id=15436;R;120;9;8793;Woods, Tiger;Bay Hill Invitational presented by Cooper Tires;Bay Hill Club & Lodge;NA;1;11;10;66;1;0;6;4;1;1;52;2;1;0;0;0;0;5;2;0;0;0;0;4576950;528;1;28
2003;9;4;121;52;69;234;90;144;101;74;27;20;8;12;33;10;23;8;7;1;101;44;57;201;80;121;93;67;26;0.127665982;0.110998503;0.016667479;http://www.asapsports.com/show_interview.php?id=15434;R;120;9;8793;Woods, Tiger;Bay Hill Invitational presented by Cooper Tires;Bay Hill Club & Lodge;NA;8;20;12;68;1;0;2;42;1;1;49;2;1;0;0;0;0;11;6;0;0;0;0;4576950;528;1;40
2003;11;0;102;53;49;189;43;146;90;75;15;12;18;-6;24;11;13;17;24;-7;90;35;55;165;32;133;73;51;22;0.053936278;0.044150641;0.009785637;http://www.asapsports.com/show_interview.php?id=15432;R;130;11;8793;Woods, Tiger;THE PLAYERS Championship;TPC Sawgrass;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;48
2003;11;3;76;31;45;159;40;119;65;46;19;22;11;11;44;14;30;23;16;7;54;20;34;115;26;89;42;30;12;0.130868735;0.109340703;0.021528032;http://www.asapsports.com/show_interview.php?id=15416;R;130;11;8793;Woods, Tiger;THE PLAYERS Championship;TPC Sawgrass;NA;11;22;11;68;12;3;7;1;27;2;50;33;34;5;11;-18;-2;NA;NA;0;0;0;0;6512870;734;1;33
2003;11;4;41;19;22;46;14;32;15;31;-16;13;6;7;11;2;9;5;9;-4;28;13;15;35;12;23;10;22;-12;0.020426114;0.121974289;-0.101548175;http://www.asapsports.com/show_interview.php?id=15414;R;130;11;8793;Woods, Tiger;THE PLAYERS Championship;TPC Sawgrass;NA;6;13;7;72;11;4;2;40;26;10;27;63;22;11;10;-1;6;NA;NA;0;0;0;0;6512870;734;1;15
2003;14;0;197;58;139;379;55;324;156;108;48;27;2;25;42;4;38;14;9;5;170;56;114;337;51;286;142;99;43;0.13061217;0.265694558;-0.135082388;http://www.asapsports.com/show_interview.php?id=15407;R;150;14;8793;Woods, Tiger;Masters Tournament;Augusta National GC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;52
2003;14;2;60;22;38;117;28;89;49;32;17;11;6;5;23;4;19;6;6;0;49;16;33;94;24;70;43;26;17;0.113079019;0.086829849;0.026249169;http://www.asapsports.com/show_interview.php?id=15404;R;150;14;8793;Woods, Tiger;Masters Tournament;Augusta National GC;NA;6;11;5;73;43;4;4;6;34;25;48;15;23;11;42;1;1;NA;NA;0;0;0;1;5671800;726;1;24
2003;14;3;116;40;76;244;85;159;93;55;38;16;6;10;20;6;14;16;4;12;100;34;66;224;79;145;77;51;26;0.086345401;0.138287253;-0.051941852;http://www.asapsports.com/show_interview.php?id=15403;R;150;14;8793;Woods, Tiger;Masters Tournament;Augusta National GC;NA;6;16;10;66;5;0;6;2;1;29;13;1;1;4;4;-38;-7;NA;NA;0;0;0;1;5671800;726;1;43
2003;14;4;29;16;13;59;21;38;23;24;-1;3;1;2;7;2;5;4;5;-1;26;15;11;52;19;33;19;19;0;-0.001118748;-0.102019223;0.100900475;http://www.asapsports.com/show_interview.php?id=15400;R;150;14;8793;Woods, Tiger;Masters Tournament;Augusta National GC;NA;1;3;2;75;15;5;3;18;32;18;19;38;30;9;14;10;5;NA;NA;0;0;0;1;5671800;726;1;15
2003;23;0;134;49;85;243;33;210;106;49;57;29;28;1;52;5;47;16;28;-12;105;21;84;191;28;163;90;21;69;0.178247934;0.175997122;0.002250812;http://www.asapsports.com/show_interview.php?id=15392;R;220;23;8793;Woods, Tiger;Memorial Tournament;Muirfield Village GC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;42
2003;23;1;71;29;42;153;21;132;58;34;24;12;10;2;22;0;22;10;12;-2;59;19;40;131;21;110;48;22;26;0.107929109;0.178107391;-0.070178281;http://www.asapsports.com/show_interview.php?id=15390;R;220;23;8793;Woods, Tiger;the Memorial Tournament;Muirfield Village GC;NA;10;12;2;67;4;2;7;2;29;3;36;21;49;3;3;NA;NA;NA;NA;0;0;0;0;4990000;534;1;24
2003;23;2;35;18;17;50;37;13;28;35;-7;13;9;4;20;12;8;9;14;-5;22;9;13;30;25;5;19;21;-2;0.043382143;-0.002606587;0.045988729;http://www.asapsports.com/show_interview.php?id=15388;R;220;23;8793;Woods, Tiger;the Memorial Tournament;Muirfield Village GC;NA;9;13;4;71;7;4;4;19;57;5;7;54;62;5;6;3;2;NA;NA;0;0;0;0;4990000;534;1;16
2003;23;3;38;20;18;44;24;20;20;31;-11;11;10;1;13;10;3;5;10;-5;27;10;17;31;14;17;15;21;-6;0.084500393;0.066486308;0.018014085;http://www.asapsports.com/show_interview.php?id=15384;R;220;23;8793;Woods, Tiger;the Memorial Tournament;Muirfield Village GC;NA;10;11;1;76;16;6;4;10;36;5;43;33;46;11;15;9;6;NA;NA;0;0;0;0;4990000;534;1;14
2003;23;4;76;39;37;144;25;119;48;53;-5;13;16;-3;16;0;16;10;16;-6;63;23;40;128;25;103;38;37;1;0.123996572;0.137346093;-0.01334952;http://www.asapsports.com/show_interview.php?id=15383;R;220;23;8793;Woods, Tiger;the Memorial Tournament;Muirfield Village GC;NA;16;13;-3;65;4;1;6;2;1;2;58;1;1;4;3;-12;-7;NA;NA;0;0;0;0;4990000;534;1;30
2003;26;0;157;97;60;311;120;191;162;93;69;15;9;6;19;9;10;16;7;9;142;88;54;292;111;181;146;86;60;0.104857765;0.09104632;0.013811446;http://www.asapsports.com/show_interview.php?id=15380;R;240;693;8793;Woods, Tiger;U.S. Open Championship;Olympia Fields CC (North);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;32
2003;26;1;59;34;25;96;55;41;36;45;-9;8;3;5;18;2;16;6;5;1;51;31;20;78;53;25;30;40;-10;0.081925418;0.133880923;-0.051955505;http://www.asapsports.com/show_interview.php?id=15376;R;240;693;8793;Woods, Tiger;U.S. Open Championship;Olympia Fields CC (North);NA;3;8;5;70;25;2;NA;145;10;19;104;7;64;5;24;NA;NA;NA;NA;0;0;0;1;5920000;780;1;20
2003;26;2;68;31;37;116;37;79;64;61;3;14;4;10;18;9;9;11;11;0;54;27;27;98;28;70;53;50;3;0.064236574;0.220906392;-0.156669819;http://www.asapsports.com/show_interview.php?id=15373;R;240;693;8793;Woods, Tiger;U.S. Open Championship;Olympia Fields CC (North);NA;4;14;10;66;5;2;6;3;15;25;11;92;24;3;4;-20;-2;NA;NA;0;0;0;1;5920000;780;1;25
2003;26;3;38;33;5;74;38;36;19;39;-20;11;7;4;21;9;12;5;4;1;27;26;1;53;29;24;14;35;-21;-0.035672849;-0.001988872;-0.033683977;http://www.asapsports.com/show_interview.php?id=15371;R;240;693;8793;Woods, Tiger;U.S. Open Championship;Olympia Fields CC (North);NA;7;11;4;75;24;6;1;55;50;49;11;10;50;11;23;19;8;NA;NA;0;0;0;1;5920000;780;1;17
2003;26;4;122;69;53;263;89;174;78;75;3;22;11;11;38;17;21;13;15;-2;100;58;42;225;72;153;65;60;5;0.038527839;0.080563012;-0.042035174;http://www.asapsports.com/show_interview.php?id=15367;R;240;693;8793;Woods, Tiger;U.S. Open Championship;Olympia Fields CC (North);NA;11;22;11;72;20;3;2;35;9;7;12;3;43;11;19;-4;0;NA;NA;0;0;0;1;5920000;780;1;49
2003;27;0;106;43;63;239;34;205;80;56;24;9;5;4;18;2;16;6;3;3;97;38;59;221;32;189;74;53;21;0.082858659;0.118666988;-0.035808329;http://www.asapsports.com/show_interview.php?id=15361;R;260;27;8793;Woods, Tiger;Buick Classic;Westchester CC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23
2003;27;1;53;11;42;81;18;63;32;28;4;4;2;2;6;2;4;4;2;2;49;9;40;75;16;59;28;26;2;0.123581848;0.061017551;0.062564297;http://www.asapsports.com/show_interview.php?id=15359;R;250;27;8793;Woods, Tiger;Buick Classic;Westchester CC;NA;2;4;2;67;4;2;6;2;16;3;43;15;19;4;3;NA;NA;NA;NA;0;0;0;0;5019700;423;1;14
2003;27;2;65;24;41;116;29;87;47;32;15;12;4;8;19;4;15;9;7;2;53;20;33;97;25;72;38;25;13;0.073710035;0.100855487;-0.027145452;http://www.asapsports.com/show_interview.php?id=15355;R;250;27;8793;Woods, Tiger;Buick Classic;Westchester CC;NA;4;12;8;69;5;3;5;24;52;17;43;110;53;4;4;1;0;NA;NA;0;0;0;0;5019700;423;1;19
2003;27;3;11;4;7;22;4;18;9;10;-1;5;1;4;10;1;9;2;3;-1;6;3;3;12;3;9;7;7;0;0.1139124;0.150011638;-0.036099238;http://www.asapsports.com/show_interview.php?id=15352;R;250;27;8793;Woods, Tiger;Buick Classic;Westchester CC;NA;1;5;4;71;14;2;2;44;13;1;66;27;6;3;13;9;-1;NA;NA;0;0;0;0;5019700;423;1;4
2003;28;0;89;61;28;171;27;144;69;83;-14;22;2;20;37;2;35;21;5;16;67;59;8;134;25;109;48;78;-30;-0.044260861;0.163297304;-0.207558165;http://www.asapsports.com/show_interview.php?id=15344;R;280;526;8793;Woods, Tiger;Advil Western Open;Cog Hill G&CC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;42
2003;28;1;89;43;46;178;60;118;75;81;-6;20;9;11;41;14;27;16;22;-6;69;34;35;137;46;91;59;59;0;0.084137547;0.115844689;-0.031707142;http://www.asapsports.com/show_interview.php?id=15342;R;270;526;8793;Woods, Tiger;100th Western Open presented by Golf Digest;Cog Hill G&CC;NA;9;20;11;63;1;1;8;2;5;4;37;8;1;0;0;NA;NA;1;NA;0;0;0;0;4500000;439;1;27
2003;28;2;63;38;25;119;46;73;53;53;0;7;3;4;18;4;14;15;9;6;56;35;21;101;42;59;38;44;-6;0.081243253;0.153872084;-0.072628832;http://www.asapsports.com/show_interview.php?id=15340;R;270;526;8793;Woods, Tiger;100th Western Open presented by Golf Digest;Cog Hill G&CC;NA;3;7;4;70;1;2;4;46;20;5;74;55;34;0;0;0;0;1;0;0;0;0;0;4500000;439;1;13
2003;28;3;128;40;88;222;46;176;99;72;27;16;3;13;23;6;17;12;10;2;112;37;75;199;40;159;87;62;25;0.123928545;0.118139749;0.005788796;http://www.asapsports.com/show_interview.php?id=15337;R;270;526;8793;Woods, Tiger;100th Western Open presented by Golf Digest;Cog Hill G&CC;NA;3;16;13;65;1;3;8;1;25;21;24;28;14;0;0;0;0;6;5;0;0;0;0;4500000;439;1;30
2003;28;4;125;46;79;236;60;176;81;63;18;14;4;10;24;7;17;10;8;2;111;42;69;212;53;159;71;55;16;0.123265817;0.14083437;-0.017568553;http://www.asapsports.com/show_interview.php?id=15334;R;270;526;8793;Woods, Tiger;100th Western Open presented by Golf Digest;Cog Hill G&CC;NA;4;14;10;69;1;3;6;4;22;5;41;40;30;0;0;0;0;5;-1;0;0;0;0;4500000;439;1;29
2003;33;0;252;62;190;516;72;444;183;63;120;15;7;8;34;8;26;9;3;6;237;55;182;482;64;418;174;60;114;0.167984624;0.215079086;-0.047094463;http://www.asapsports.com/show_interview.php?id=15321;R;350;558;8793;Woods, Tiger;PGA Championship;Oak Hill CC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;36
2003;33;2;36;18;18;62;22;40;23;32;-9;11;3;8;21;3;18;9;6;3;25;15;10;41;19;22;14;26;-12;0.10114334;0.062911818;0.038231522;http://www.asapsports.com/show_interview.php?id=15317;R;340;558;8793;Woods, Tiger;PGA Championship;Oak Hill CC;NA;3;11;8;72;39;3;1;86;9;55;30;39;17;9;38;-19;1;NA;NA;0;0;0;1;5776300;826;1;13
2003;33;3;98;29;69;200;35;165;80;55;25;10;6;4;22;8;14;9;6;3;88;23;65;178;27;151;71;49;22;0.144862992;0.148438652;-0.00357566;http://www.asapsports.com/show_interview.php?id=15315;R;340;558;8793;Woods, Tiger;PGA Championship;Oak Hill CC;NA;6;10;4;73;43;5;2;29;43;7;66;64;19;13;42;4;4;NA;NA;0;0;0;1;5776300;826;1;22
2003;33;4;69;33;36;151;62;89;40;25;15;8;7;1;17;10;7;5;3;2;61;26;35;134;52;82;35;22;13;0.03232311;0.111674386;-0.079351277;http://www.asapsports.com/show_interview.php?id=15313;R;340;558;8793;Woods, Tiger;PGA Championship;Oak Hill CC;NA;7;8;1;73;39;5;2;26;23;3;24;26;37;16;38;-4;3;NA;NA;0;0;0;1;5776300;826;1;17
2003;35;0;192;44;148;442;44;398;157;67;90;22;4;18;44;5;39;14;4;10;170;40;130;398;39;359;143;63;80;0.14612497;0.19621161;-0.050086641;http://www.asapsports.com/show_interview.php?id=15324;R;340;NA;8793;Woods, Tiger;Buick Open;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;44
2003;45;0;120;23;97;232;59;173;92;39;53;3;0;3;6;0;6;1;0;1;117;23;94;226;59;167;91;39;52;0.10552473;0.159040841;-0.053516111;http://www.asapsports.com/show_interview.php?id=15274;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2
2003;60;0;92;21;71;176;26;150;59;26;33;15;3;12;17;3;14;6;4;2;77;18;59;159;23;136;53;22;31;0.164261769;0.222526198;-0.058264429;http://www.asapsports.com/show_interview.php?id=15270;R;460;643;8793;Woods, Tiger;THE TOUR Championship;Champions GC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25
2003;60;1;48;25;23;72;54;18;29;34;-5;8;1;7;9;1;8;2;3;-1;40;24;16;63;53;10;27;31;-4;0.080022737;0.276233812;-0.196211075;http://www.asapsports.com/show_interview.php?id=34653;R;490;643;8793;Woods, Tiger;THE TOUR Championship presented by Coca-Cola;Champions GC;NA;1;8;7;70;13;4;3;16;24;5;2;2;29;3;12;NA;NA;NA;NA;0;0;0;0;6000000;462;1;17
2003;60;2;27;6;21;60;7;53;22;22;0;2;0;2;5;0;5;3;0;3;25;6;19;55;7;48;19;22;-3;0.111524288;0.16075761;-0.049233322;http://www.asapsports.com/show_interview.php?id=15268;R;490;643;8793;Woods, Tiger;THE TOUR Championship presented by Coca-Cola;Champions GC;NA;0;2;2;70;12;1;2;25;3;11;20;7;6;6;11;-1;3;NA;NA;0;0;0;0;6000000;462;1;8
2003;60;3;38;15;23;74;21;53;21;21;0;8;1;7;17;2;15;4;1;3;30;14;16;57;19;38;17;20;-3;0.028018064;0.061715715;-0.03369765;http://www.asapsports.com/show_interview.php?id=15266;R;490;643;8793;Woods, Tiger;THE TOUR Championship presented by Coca-Cola;Champions GC;NA;1;8;7;71;15;2;2;27;9;8;13;21;10;11;14;3;5;NA;NA;0;0;0;0;6000000;462;1;15
2003;60;4;60;12;48;156;30;126;35;29;6;10;2;8;19;6;13;4;3;1;50;10;40;137;24;113;31;26;5;0.088869093;0.165298223;-0.076429129;http://www.asapsports.com/show_interview.php?id=15265;R;490;643;8793;Woods, Tiger;THE TOUR Championship presented by Coca-Cola;Champions GC;NA;2;10;8;74;26;5;2;25;26;29;24;28;10;17;25;11;6;NA;NA;0;0;0;0;6000000;462;1;16
2003;100;0;126;55;71;234;74;160;114;69;45;12;4;8;27;12;15;14;11;3;114;51;63;207;62;145;100;58;42;0.139827529;0.300351352;-0.160523822;http://www.asapsports.com/show_interview.php?id=15331;R;310;547;8793;Woods, Tiger;British Open Championship;Royal St. George GC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;36
2003;100;3;65;39;26;115;47;68;61;67;-6;13;5;8;18;7;11;13;8;5;52;34;18;97;40;57;48;59;-11;0.02430828;0.134085112;-0.109776832;http://www.asapsports.com/show_interview.php?id=15327;R;300;547;8793;Woods, Tiger;The Open Championship;Royal St. George GC;NA;5;13;8;69;3;4;2;43;23;11;5;33;22;2;2;-8;-2;NA;NA;0;0;0;1;5923644.54;776;1;21
2003;470;0;119;76;43;287;79;208;103;87;16;17;8;9;40;6;34;14;11;3;102;68;34;247;73;174;89;76;13;0.144254754;0.118362842;0.025891912;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2003;470;3;52;25;27;113;48;65;56;51;5;9;3;6;18;7;11;11;7;4;43;22;21;95;41;54;45;44;1;0.054101692;0.115473422;-0.061371731;http://www.asapsports.com/show_interview.php?id=15450;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;32
2003;470;4;90;29;61;203;41;162;69;58;11;16;7;9;45;7;38;8;8;0;74;22;52;158;34;124;61;50;11;0.089998657;0.073503701;0.016494956;http://www.asapsports.com/show_interview.php?id=15449;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24
2003;470;5;123;46;77;254;59;195;95;64;31;20;10;10;48;10;38;17;14;3;103;36;67;206;49;157;78;50;28;0.139124262;0.12551843;0.013605831;http://www.asapsports.com/show_interview.php?id=15446;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;29
2003;470;6;191;66;125;409;95;314;175;109;66;24;8;16;52;11;41;23;14;9;167;58;109;357;84;273;152;95;57;0.09299686;0.133371194;-0.040374335;http://www.asapsports.com/show_interview.php?id=15444;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;61
2003;473;0;109;32;77;215;51;164;103;51;52;19;5;14;35;5;30;16;3;13;90;27;63;180;46;134;87;48;39;0.159277354;0.239477929;-0.080200575;http://www.asapsports.com/show_interview.php?id=15297;R;490;695;8793;Woods, Tiger;World Golf Championships-American Express Championship;Capital City Club (Crabapple);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;31
2003;473;1;122;58;64;251;62;189;98;112;-14;13;6;7;36;7;29;15;10;5;109;52;57;215;55;160;83;102;-19;0.024054498;0.099071257;-0.075016759;http://www.asapsports.com/show_interview.php?id=15295;R;430;695;8793;Woods, Tiger;World Golf Championships-American Express Championship;Capital City Club (Crabapple);NA;6;13;7;67;4;1;4;4;3;51;50;17;4;2;3;NA;NA;NA;NA;0;0;0;0;6000000;704;1;41
2003;473;2;93;29;64;194;29;165;90;57;33;16;5;11;44;1;43;14;5;9;77;24;53;150;28;122;76;52;24;0.148228454;0.210820845;-0.062592391;http://www.asapsports.com/show_interview.php?id=15293;R;430;695;8793;Woods, Tiger;World Golf Championships-American Express Championship;Capital City Club (Crabapple);NA;5;16;11;66;1;3;7;1;3;3;34;9;24;0;0;-3;-2;5;NA;0;0;0;0;6000000;704;1;28
2003;473;3;132;62;70;265;78;187;118;86;32;30;7;23;72;10;62;25;10;15;102;55;47;193;68;125;93;76;17;0.067659132;0.175743326;-0.108084194;http://www.asapsports.com/show_interview.php?id=15282;R;430;695;8793;Woods, Tiger;World Golf Championships-American Express Championship;Capital City Club (Crabapple);NA;7;30;23;69;1;3;5;7;16;29;8;2;55;0;0;0;0;2;-3;0;0;0;0;6000000;704;1;41
2003;473;4;125;57;68;270;74;196;106;84;22;10;5;5;24;5;19;7;7;0;115;52;63;246;69;177;99;77;22;0.056771131;0.104216377;-0.047445246;http://www.asapsports.com/show_interview.php?id=15279;R;430;695;8793;Woods, Tiger;World Golf Championships-American Express Championship;Capital City Club (Crabapple);NA;5;10;5;72;1;4;2;40;23;11;27;26;42;0;0;0;0;2;0;0;0;0;0;6000000;704;1;29
2003;476;0;80;17;63;183;16;167;67;32;35;7;4;3;22;8;14;9;7;2;73;13;60;161;8;153;58;25;33;0.132800837;-0.026594015;0.159394852;http://www.asapsports.com/show_interview.php?id=15311;R;370;36;8793;Woods, Tiger;World Golf Championships-NEC Invitational;Firestone CC (South);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27
2003;476;1;83;25;58;142;31;111;54;50;4;15;5;10;11;5;6;4;11;-7;68;20;48;131;26;105;50;39;11;0.122403471;0.186857933;-0.064454462;http://www.asapsports.com/show_interview.php?id=15309;R;360;36;8793;Woods, Tiger;World Golf Championships-NEC Invitational;Firestone CC (South);NA;5;15;10;65;3;1;6;1;6;72;43;25;8;1;2;NA;NA;NA;NA;0;0;0;0;5959750;748;1;23
2003;476;3;121;52;69;205;64;141;93;95;-2;24;8;16;41;6;35;21;10;11;97;44;53;164;58;106;72;85;-13;0.067749953;0.172568888;-0.104818935;http://www.asapsports.com/show_interview.php?id=15307;R;360;36;8793;Woods, Tiger;World Golf Championships-NEC Invitational;Firestone CC (South);NA;8;24;16;67;4;3;6;2;22;14;33;19;36;3;3;-5;-1;NA;NA;0;0;0;0;5959750;748;1;36
2003;476;4;39;19;20;79;23;56;30;26;4;10;1;9;19;3;16;6;5;1;29;18;11;60;20;40;24;21;3;0.044157328;0.064998133;-0.020840805;http://www.asapsports.com/show_interview.php?id=15304;R;360;36;8793;Woods, Tiger;World Golf Championships-NEC Invitational;Firestone CC (South);NA;1;10;9;70;4;3;3;28;13;6;1;2;63;6;3;0;3;NA;NA;0;0;0;0;5959750;748;1;17
2003;505;0;118;63;55;257;53;204;98;76;22;14;4;10;28;8;20;15;4;11;104;59;45;229;45;184;83;72;11;0.106757259;0.114500609;-0.00774335;http://www.asapsports.com/show_interview.php?id=15302;R;380;NA;8793;Woods, Tiger;Deutsche Bank Championship;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;34
2004;4;0;185;61;124;327;91;236;144;81;63;18;2;16;33;3;30;14;5;9;167;59;108;294;88;206;130;76;54;0.148400103;0.19022865;-0.041828547;http://www.asapsports.com/show_interview.php?id=15250;R;60;4;8793;Woods, Tiger;Buick Invitational;Torrey Pines GC (South);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25
2004;4;1;28;16;12;59;23;36;16;23;-7;5;0;5;10;0;10;2;2;0;23;16;7;49;23;26;14;21;-7;0.069251358;0.368037292;-0.298785934;http://www.asapsports.com/show_interview.php?id=15248;R;60;4;8793;Woods, Tiger;Buick Invitational;Torrey Pines GC (South);NA;0;5;5;71;63;2;3;77;40;25;101;29;81;7;62;NA;NA;NA;NA;0;0;0;0;4907712;412;1;6
