Tour,Tournament_Year,Tournament_Order,Permanent_Tournament_Number,Course_Number,Player_Number,Player_Name,Round_Number,Event_Name,Course_Name,Interview_Text,Number_Of_Answers,Link,Response_Negative,Response_Positive,Response_Sentiment,Round_Score,End_of_Round_Pos_numeric_,Total_Holes_Over_Par,Birdies,Birdies_Rank,Bogey_Avoidance_Rank,Driving_Distance_Rank,Driving_Accuracy_Rank,GIR_Rank,Scrambling_Rank,Distance_to_leader_strokes,Distance_to_leader_ranks,Ranks_gained,Strokes_gained_v_a_v_Leader,Distance_to_runner_up_strokes_,Strokes_gained_v_a_v_Runner_up,Minor_Injury,Major_injury_surgery,Personal_issues,Major,Prize_Money,SoF,OWGR,fullart_bing_positive,fullart_bing_negative,fullart_bing_sentiment,fullart_afinn_positive,fullart_afinn_negative,fullart_afinn_sentiment,fullart_nrc_positive,fullart_nrc_negative,fullart_nrc_sentiment,resp_bing_positive,resp_bing_negative,resp_bing_sentiment,resp_afinn_positive,resp_afinn_negative,resp_afinn_sentiment,resp_nrc_positive,resp_nrc_negative,resp_nrc_sentiment,quest_bing_positive,quest_bing_negative,quest_bing_sentiment,quest_afinn_positive,quest_afinn_negative,quest_afinn_sentiment,quest_nrc_positive,quest_nrc_negative,quest_nrc_sentiment,sentimentr_fullart,sentimentr_resp,sentimentr_quest
R,2006,40,4,4,8793,"Woods, Tiger",4,Buick Invitational,Torrey Pines GC (South),NA,27,http://www.asapsports.com/show_interview.php?id=11517,6,25,19,72,1,4,4,13,31,12,14,16,3,0,0,-2,-1,0,NA,0,0,0,0,5214444,376,1,131,65,66,300,59,241,103,84,19,25,6,19,52,7,45,16,8,8,106,59,47,248,52,196,87,76,11,0.05564478866568965,0.22352883020219008,-0.16788404153650044
R,2006,70,7,500,8793,"Woods, Tiger",1,Nissan Open,Riviera CC,NA,NA,NA,NA,NA,NA,69,31,3,6,6,41,40,45,22,102,5,30,NA,NA,NA,NA,0,0,0,0,5205468.000000001,536,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,2006,70,7,500,8793,"Woods, Tiger",2,Nissan Open,Riviera CC,NA,NA,NA,NA,NA,NA,74,69,5,2,83,85,23,72,40,88,11,68,38,6,NA,NA,0,0,0,0,5205468.000000001,536,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,2006,100,8,8,8793,"Woods, Tiger",1,Ford Championship at Doral,Doral CC (Blue),NA,20,http://www.asapsports.com/show_interview.php?id=37011,2,14,12,64,1,0,8,2,1,13,5,21,1,0,0,NA,NA,1,NA,0,0,0,0,5521669.999999997,516,1,67,16,51,122,18,104,57,20,37,14,2,12,24,4,20,11,5,6,53,14,39,98,14,84,46,15,31,0.19927546946791047,0.18138052003334024,0.017894949434570234
R,2006,100,8,8,8793,"Woods, Tiger",2,Ford Championship at Doral,Doral CC (Blue),NA,14,http://www.asapsports.com/show_interview.php?id=37026,2,7,5,67,1,1,6,16,15,54,124,1,104,0,0,0,0,0,-1,0,0,0,0,5521669.999999997,516,1,52,23,29,86,20,66,38,29,9,7,2,5,8,1,7,1,3,-2,45,21,24,78,19,59,37,26,11,0.05188792068125922,0.07163177156950247,-0.01974385088824325
R,2006,100,8,8,8793,"Woods, Tiger",3,Ford Championship at Doral,Doral CC (Blue),NA,30,http://www.asapsports.com/show_interview.php?id=37030,6,16,10,68,1,1,6,2,3,2,51,19,10,0,0,0,0,2,2,0,0,0,0,5521669.999999997,516,1,107,41,66,214,54,160,99,78,21,16,6,10,30,6,24,15,12,3,91,35,56,184,48,136,84,66,18,0.13011367733207918,0.11751358432805974,0.012600093004019444
R,2006,100,8,8,8793,"Woods, Tiger",4,Ford Championship at Doral,Doral CC (Blue),NA,50,http://www.asapsports.com/show_interview.php?id=37038,7,35,28,69,1,2,5,8,22,12,67,2,72,0,0,0,0,1,-1,0,0,0,0,5521669.999999997,516,1,139,45,94,234,60,174,113,111,2,35,7,28,49,7,42,29,29,0,104,38,66,185,53,132,84,82,2,0.08253879059653331,0.1330051492838655,-0.050466358687332194
R,2006,120,9,9,8793,"Woods, Tiger",1,Bay Hill Invitational Presented by MasterCard,Bay Hill Club & Lodge,NA,7,http://www.asapsports.com/show_interview.php?id=32666,4,3,-1,70,23,3,5,13,50,9,43,25,50,4,22,NA,NA,NA,NA,0,0,0,0,5521670,544,1,15,16,-1,28,12,16,14,11,3,3,4,-1,7,1,6,5,1,4,12,12,0,21,11,10,9,10,-1,0.016454905024419708,0.10180938304478525,-0.08535447802036554
R,2006,120,9,9,8793,"Woods, Tiger",2,Bay Hill Invitational Presented by MasterCard,Bay Hill Club & Lodge,NA,10,http://www.asapsports.com/show_interview.php?id=32672,2,8,6,71,25,2,1,99,16,3,67,1,114,7,24,2,3,NA,NA,0,0,0,0,5521670,544,1,42,11,31,64,20,44,36,16,20,8,2,6,4,2,2,6,5,1,34,9,25,60,18,42,30,11,19,0.1083170332308047,0.12302280542421683,-0.014705772193412125
R,2006,120,9,9,8793,"Woods, Tiger",3,Bay Hill Invitational Presented by MasterCard,Bay Hill Club & Lodge,NA,8,http://www.asapsports.com/show_interview.php?id=32673,2,6,4,71,30,2,3,31,17,14,19,13,18,10,29,5,3,NA,NA,0,0,0,0,5521670,544,1,31,12,19,51,19,32,18,17,1,6,2,4,9,-0,9,5,2,3,25,10,15,42,19,23,13,15,-2,0.143527889534745,0.20869855533685264,-0.06517066580210765
R,2006,120,9,9,8793,"Woods, Tiger",4,Bay Hill Invitational Presented by MasterCard,Bay Hill Club & Lodge,NA,7,http://www.asapsports.com/show_interview.php?id=32678,0,3,3,72,20,4,4,12,44,2,38,20,64,10,19,-10,0,NA,NA,0,0,0,0,5521670,544,1,12,5,7,30,6,24,10,10,0,3,0,3,10,-0,10,6,0,6,9,5,4,20,6,14,4,10,-6,0.008614406444725149,0.10483480082463903,-0.09622039437991388
R,2006,130,11,11,8793,"Woods, Tiger",1,THE PLAYERS Championship,TPC Sawgrass,NA,21,http://www.asapsports.com/show_interview.php?id=32625,6,16,10,72,67,5,5,14,112,6,104,6,142,7,66,NA,NA,NA,NA,0,0,0,0,8062400,787,1,73,42,31,109,66,43,45,46,-1,16,6,10,22,10,12,8,8,0,57,36,21,87,56,31,37,38,-1,0.09082619255126899,0.15052983387661112,-0.05970364132534213
R,2006,130,11,11,8793,"Woods, Tiger",2,THE PLAYERS Championship,TPC Sawgrass,NA,9,http://www.asapsports.com/show_interview.php?id=32635,2,2,0,69,20,2,5,11,12,9,87,14,11,5,19,-47,-2,NA,NA,0,0,0,0,8062400,787,1,19,13,6,51,21,30,24,20,4,2,2,0,6,2,4,2,2,0,17,11,6,45,19,26,22,18,4,0.04647478093878733,-0.04805519225372373,0.09452997319251107
R,2006,130,11,11,8793,"Woods, Tiger",3,THE PLAYERS Championship,TPC Sawgrass,NA,24,http://www.asapsports.com/show_interview.php?id=32651,4,8,4,73,23,5,4,13,34,23,35,18,52,7,22,3,2,NA,NA,0,0,0,0,8062400,787,1,47,27,20,85,42,43,37,31,6,8,4,4,12,7,5,9,2,7,39,23,16,73,35,38,28,29,-1,0.04491633196647985,0.09254260640223688,-0.04762627443575703
R,2006,130,11,11,8793,"Woods, Tiger",4,THE PLAYERS Championship,TPC Sawgrass,NA,NA,NA,NA,NA,NA,75,22,4,3,21,13,12,13,57,16,15,21,-1,8,NA,NA,0,0,0,0,8062400,787,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,2006,150,14,14,8793,"Woods, Tiger",1,Masters Tournament,Augusta National GC,NA,23,http://www.asapsports.com/show_interview.php?id=32445,5,9,4,72,19,3,2,33,20,36,35,24,19,5,18,NA,NA,NA,NA,0,0,0,1,6637396,719,1,74,29,45,117,40,77,60,56,4,9,5,4,16,6,10,7,9,-2,65,24,41,101,34,67,53,47,6,0.08176630062883575,0.09265001641844858,-0.010883715789612836
R,2006,150,14,14,8793,"Woods, Tiger",2,Masters Tournament,Augusta National GC,NA,11,http://www.asapsports.com/show_interview.php?id=32474,3,7,4,71,10,3,4,11,19,13,72,38,27,5,9,-9,0,NA,NA,0,0,0,1,6637396,719,1,52,22,30,107,32,75,36,23,13,7,3,4,13,-0,13,5,2,3,45,19,26,94,32,62,31,21,10,0.12605066491064923,0.1339785901739073,-0.007927925263258084
R,2006,150,14,14,8793,"Woods, Tiger",3,Masters Tournament,Augusta National GC,NA,NA,NA,NA,NA,NA,71,4,4,5,2,17,18,30,31,17,2,3,-6,-3,NA,NA,0,0,0,1,6637396,719,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,2006,150,14,14,8793,"Woods, Tiger",4,Masters Tournament,Augusta National GC,NA,NA,NA,NA,NA,NA,70,3,3,5,6,15,2,19,3,1,3,2,-1,1,NA,NA,0,0,0,1,6637396,719,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,2006,250,26,502,8793,"Woods, Tiger",1,U.S. Open Championship,Winged Foot GC,NA,20,http://www.asapsports.com/show_interview.php?id=38030,8,10,2,76,68,7,2,29,82,22,152,31,107,7,67,NA,NA,NA,NA,0,0,1,1,6632000,762,1,44,44,0,52,38,14,29,44,-15,10,8,2,7,13,-6,7,10,-3,34,36,-2,45,25,20,22,34,-12,-0.021778167637538242,0.06155541286366955,-0.08333358050120779
R,2006,250,26,502,8793,"Woods, Tiger",2,U.S. Open Championship,Winged Foot GC,NA,13,http://www.asapsports.com/show_interview.php?id=38048,2,4,2,76,82,5,1,84,42,4,142,91,39,13,81,14,6,NA,NA,0,0,1,1,6632000,762,1,32,26,6,49,32,17,19,22,-3,4,2,2,5,6,-1,3,2,1,28,24,4,44,26,18,16,20,-4,-0.023994744657483295,-0.03808012714613276,0.014085382488649462
R,2006,280,28,526,8793,"Woods, Tiger",1,Cialis Western Open,Cog Hill G&CC,NA,10,http://www.asapsports.com/show_interview.php?id=37586,4,5,1,72,82,3,2,96,61,27,59,36,67,6,81,NA,NA,NA,NA,0,0,1,0,5112200,442,1,30,13,17,70,22,48,19,26,-7,5,4,1,6,8,-2,2,5,-3,25,9,16,64,14,50,17,21,-4,0.0880247635525515,0.02574551805058037,0.06227924550197113
R,2006,280,28,526,8793,"Woods, Tiger",2,Cialis Western Open,Cog Hill G&CC,NA,16,http://www.asapsports.com/show_interview.php?id=37595,2,14,12,67,35,1,5,20,7,1,34,18,25,7,34,-47,1,NA,NA,0,0,1,0,5112200,442,1,53,12,41,80,22,58,27,32,-5,14,2,12,21,3,18,10,6,4,39,10,29,59,19,40,17,26,-9,0.06064340015953561,0.1817557674208967,-0.12111236726136108
R,2006,280,28,526,8793,"Woods, Tiger",3,Cialis Western Open,Cog Hill G&CC,NA,20,http://www.asapsports.com/show_interview.php?id=37603,4,17,13,66,7,2,5,9,11,4,70,1,69,3,6,-28,-4,NA,NA,0,0,1,0,5112200,442,1,85,14,71,167,28,139,55,28,27,17,4,13,32,10,22,12,4,8,68,10,58,135,18,117,43,24,19,0.17118845527666698,0.2376135831286555,-0.06642512785198851
R,2006,280,28,526,8793,"Woods, Tiger",4,Cialis Western Open,Cog Hill G&CC,NA,15,http://www.asapsports.com/show_interview.php?id=37604,3,8,5,68,2,2,5,6,10,1,51,2,10,2,1,-5,-1,NA,NA,0,0,1,0,5112200,442,1,46,21,25,114,31,83,32,34,-2,8,3,5,22,1,21,3,4,-1,38,18,20,92,30,62,29,30,-1,0.04978822365010159,0.05945890180597439,-0.009670678155872803
R,2006,350,33,659,8793,"Woods, Tiger",1,PGA Championship,Medinah CC (No. 3),NA,10,http://www.asapsports.com/show_interview.php?id=36893,1,11,10,69,10,1,4,35,4,1,102,11,22,3,9,NA,NA,NA,NA,0,0,0,1,6507250,824,1,63,26,37,76,32,44,54,25,29,11,1,10,9,3,6,4,1,3,52,25,27,67,29,38,50,24,26,0.11043620687351621,0.21708155338052562,-0.10664534650700941
R,2006,350,33,659,8793,"Woods, Tiger",2,PGA Championship,Medinah CC (No. 3),NA,NA,NA,NA,NA,NA,68,5,0,4,40,1,2,74,27,1,1,4,-5,-2,NA,NA,0,0,0,1,6507250,824,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,2006,350,33,659,8793,"Woods, Tiger",3,PGA Championship,Medinah CC (No. 3),NA,15,http://www.asapsports.com/show_interview.php?id=36943,2,15,13,65,1,1,8,2,3,2,9,1,1,0,0,-4,-1,0,NA,0,0,0,1,6507250,824,1,81,21,60,159,22,137,78,31,47,15,2,13,22,3,19,8,3,5,66,19,47,137,19,118,70,28,42,0.14971850250336236,0.2826970487177191,-0.13297854621435676
R,2006,350,33,659,8793,"Woods, Tiger",4,PGA Championship,Medinah CC (No. 3),NA,36,http://www.asapsports.com/show_interview.php?id=36964,2,23,21,68,1,1,5,7,3,11,22,24,4,0,0,0,0,5,5,0,0,0,1,6507250,824,1,258,59,199,500,68,432,228,119,109,23,2,21,43,7,36,16,14,2,235,57,178,457,61,396,212,105,107,0.16979417285580417,0.2292028835759029,-0.059408710720098734
R,2006,330,35,35,8793,"Woods, Tiger",1,Buick Open,Warwick Hills G&CC,NA,NA,NA,NA,NA,NA,66,6,1,7,6,10,5,61,8,59,3,5,NA,NA,NA,NA,0,0,0,0,4882080.000000004,338,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R,2006,330,35,35,8793,"Woods, Tiger",2,Buick Open,Warwick Hills G&CC,NA,12,http://www.asapsports.com/show_interview.php?id=37145,4,9,5,66,2,1,7,4,20,9,59,87,30,1,1,-4,-2,NA,NA,0,0,0,0,4882080.000000004,338,1,37,10,27,67,13,54,19,15,4,9,4,5,9,4,5,2,3,-1,28,6,22,58,9,49,17,12,5,0.11692524590634262,0.05347967315854027,0.06344557274780235
R,2006,330,35,35,8793,"Woods, Tiger",3,Buick Open,Warwick Hills G&CC,NA,16,http://www.asapsports.com/show_interview.php?id=37160,3,16,13,66,1,1,7,3,14,1,14,33,24,0,0,-1,-1,2,NA,0,0,0,0,4882080.000000004,338,1,91,29,62,169,50,119,80,43,37,16,3,13,25,4,21,8,5,3,75,26,49,144,46,98,72,38,34,0.10628115726524023,0.18940156790540713,-0.0831204106401669
R,2006,330,35,35,8793,"Woods, Tiger",4,Buick Open,Warwick Hills G&CC,NA,20,http://www.asapsports.com/show_interview.php?id=37167,1,22,21,66,1,1,7,5,6,1,26,1,78,0,0,0,0,3,1,0,0,0,0,4882080.000000004,338,1,138,21,117,279,47,232,93,42,51,22,1,21,31,2,29,7,0,7,116,20,96,248,45,203,86,42,44,0.1643016979401674,0.4063825768186835,-0.2420808788785161
R,2006,310,100,724,8793,"Woods, Tiger",1,The Open Championship,Royal Liverpool GC,NA,17,http://www.asapsports.com/show_interview.php?id=37401,4,7,3,67,2,1,4,36,3,23,29,68,1,1,1,NA,NA,NA,NA,0,0,1,1,7053045.830000001,787,1,28,17,11,59,20,39,22,20,2,7,4,3,17,6,11,4,3,1,21,13,8,42,14,28,18,17,1,0.03272992133335198,0.10855074554253666,-0.07582082420918468
R,2006,310,100,724,8793,"Woods, Tiger",2,The Open Championship,Royal Liverpool GC,NA,23,http://www.asapsports.com/show_interview.php?id=37422,0,11,11,65,1,1,6,8,2,89,7,2,66,0,0,-1,-1,1,NA,0,0,1,1,7053045.830000001,787,1,89,23,66,199,24,175,71,50,21,11,0,11,17,-0,17,13,2,11,78,23,55,182,24,158,58,48,10,0.09568209331128938,0.20346778289229667,-0.10778568958100729
R,2006,310,100,724,8793,"Woods, Tiger",3,The Open Championship,Royal Liverpool GC,NA,12,http://www.asapsports.com/show_interview.php?id=37437,0,7,7,71,1,4,5,13,40,71,2,4,66,0,0,0,0,1,0,0,0,1,1,7053045.830000001,787,1,55,9,46,109,14,95,36,26,10,7,0,7,12,-0,12,4,1,3,48,9,39,97,14,83,32,25,7,0.23360100491092406,0.19333200287581295,0.04026900203511111
R,2006,310,100,724,8793,"Woods, Tiger",4,The Open Championship,Royal Liverpool GC,NA,24,http://www.asapsports.com/show_interview.php?id=37442,1,11,10,67,1,1,4,15,1,48,1,1,10,0,0,0,0,2,1,0,0,1,1,7053045.830000001,787,1,103,33,70,186,40,146,90,68,22,11,1,10,29,1,28,14,4,10,92,32,60,157,39,118,76,64,12,0.10490218522324406,0.20700547783738515,-0.1021032926141411
R,2006,440,473,726,8793,"Woods, Tiger",1,World Golf Championships-American Express Championship,The Grove,NA,25,http://www.asapsports.com/show_interview.php?id=38912,5,18,13,63,1,1,7,2,6,7,6,5,25,0,0,NA,NA,1,NA,0,0,0,0,7309500,608,1,93,18,75,177,23,154,62,41,21,18,5,13,30,5,25,8,6,2,75,13,62,147,18,129,54,35,19,0.15656077302129906,0.21285896160550782,-0.056298188584208764
R,2006,440,473,726,8793,"Woods, Tiger",2,World Golf Championships-American Express Championship,The Grove,NA,31,http://www.asapsports.com/show_interview.php?id=38908,7,23,16,64,1,0,5,13,1,7,12,2,1,0,0,0,0,5,4,0,0,0,0,7309500,608,1,85,21,64,197,28,169,64,32,32,23,7,16,40,4,36,17,11,6,62,14,48,157,24,133,47,21,26,0.16610481727397028,0.21255349957520406,-0.04644868230123378
